,name,A7J11_01233+.assembled,A7J11_01233+.ref_seq,A7J11_01233+.pct_id,A7J11_01233+.ctg_cov,aac_3__II-.assembled,aac_3__II-.ref_seq,aac_3__II-.pct_id,aac_3__II-.ctg_cov,aac_6___Ib+.assembled,aac_6___Ib+.ref_seq,aac_6___Ib+.pct_id,aac_6___Ib+.ctg_cov,aadA-.assembled,aadA-.ref_seq,aadA-.pct_id,aadA-.ctg_cov,aadA-_1.assembled,aadA-_1.ref_seq,aadA-_1.pct_id,aadA-_1.ctg_cov,aadA1+.assembled,aadA1+.ref_seq,aadA1+.pct_id,aadA1+.ctg_cov,aadA2+.assembled,aadA2+.ref_seq,aadA2+.pct_id,aadA2+.ctg_cov,aph_3____Ib.assembled,aph_3____Ib.ref_seq,aph_3____Ib.pct_id,aph_3____Ib.ctg_cov,aph_6__Id.assembled,aph_6__Id.ref_seq,aph_6__Id.pct_id,aph_6__Id.ctg_cov,armA.assembled,armA.ref_seq,armA.pct_id,armA.ctg_cov,arr-.assembled,arr-.ref_seq,arr-.pct_id,arr-.ctg_cov,bla-.assembled,bla-.ref_seq,bla-.pct_id,bla-.ctg_cov,bla-_7.assembled,bla-_7.ref_seq,bla-_7.pct_id,bla-_7.ctg_cov,blaAFM_1.assembled,blaAFM_1.ref_seq,blaAFM_1.pct_id,blaAFM_1.ctg_cov,blaCTX_M_-.assembled,blaCTX_M_-.ref_seq,blaCTX_M_-.pct_id,blaCTX_M_-.ctg_cov,blaEC-.assembled,blaEC-.ref_seq,blaEC-.pct_id,blaEC-.ctg_cov,blaNDM_-.assembled,blaNDM_-.ref_seq,blaNDM_-.pct_id,blaNDM_-.ctg_cov,blaOXA_-_10.assembled,blaOXA_-_10.ref_seq,blaOXA_-_10.pct_id,blaOXA_-_10.ctg_cov,blaOXA_-_31.assembled,blaOXA_-_31.ref_seq,blaOXA_-_31.pct_id,blaOXA_-_31.ctg_cov,blaOXA_-_35.assembled,blaOXA_-_35.ref_seq,blaOXA_-_35.pct_id,blaOXA_-_35.ctg_cov,blaTEM_-.assembled,blaTEM_-.ref_seq,blaTEM_-.pct_id,blaTEM_-.ctg_cov,ble_2.assembled,ble_2.ref_seq,ble_2.pct_id,ble_2.ctg_cov,catA1.assembled,catA1.ref_seq,catA1.pct_id,catA1.ctg_cov,catB3.assembled,catB3.ref_seq,catB3.pct_id,catB3.ctg_cov,catB8+.assembled,catB8+.ref_seq,catB8+.pct_id,catB8+.ctg_cov,cmlA-.assembled,cmlA-.ref_seq,cmlA-.pct_id,cmlA-.ctg_cov,dfrA-.assembled,dfrA-.ref_seq,dfrA-.pct_id,dfrA-.ctg_cov,dfrA1.assembled,dfrA1.ref_seq,dfrA1.pct_id,dfrA1.ctg_cov,dfrA12.assembled,dfrA12.ref_seq,dfrA12.pct_id,dfrA12.ctg_cov,dfrB4.assembled,dfrB4.ref_seq,dfrB4.pct_id,dfrB4.ctg_cov,ere_A-.assembled,ere_A-.ref_seq,ere_A-.pct_id,ere_A-.ctg_cov,erm_B_.assembled,erm_B_.ref_seq,erm_B_.pct_id,erm_B_.ctg_cov,mcr_4.assembled,mcr_4.ref_seq,mcr_4.pct_id,mcr_4.ctg_cov,mef_B_.assembled,mef_B_.ref_seq,mef_B_.pct_id,mef_B_.ctg_cov,mph_A_.assembled,mph_A_.ref_seq,mph_A_.pct_id,mph_A_.ctg_cov,mph_E_.assembled,mph_E_.ref_seq,mph_E_.pct_id,mph_E_.ctg_cov,msr_E_.assembled,msr_E_.ref_seq,msr_E_.pct_id,msr_E_.ctg_cov,qac-.assembled,qac-.ref_seq,qac-.pct_id,qac-.ctg_cov,qacE-.assembled,qacE-.ref_seq,qacE-.pct_id,qacE-.ctg_cov,qepA-.assembled,qepA-.ref_seq,qepA-.pct_id,qepA-.ctg_cov,qnrA-.assembled,qnrA-.ref_seq,qnrA-.pct_id,qnrA-.ctg_cov,qnrS-.assembled,qnrS-.ref_seq,qnrS-.pct_id,qnrS-.ctg_cov,rmtB-.assembled,rmtB-.ref_seq,rmtB-.pct_id,rmtB-.ctg_cov,sat2+.assembled,sat2+.ref_seq,sat2+.pct_id,sat2+.ctg_cov,sul1.assembled,sul1.ref_seq,sul1.pct_id,sul1.ctg_cov,sul2.assembled,sul2.ref_seq,sul2.pct_id,sul2.ctg_cov,sul3.assembled,sul3.ref_seq,sul3.pct_id,sul3.ctg_cov,tet_A_.assembled,tet_A_.ref_seq,tet_A_.pct_id,tet_A_.ctg_cov,tet_B_.assembled,tet_B_.ref_seq,tet_B_.pct_id,tet_B_.ctg_cov,tet_D_.assembled,tet_D_.ref_seq,tet_D_.pct_id,tet_D_.ctg_cov
60,G18253188,partial,A7J11_01233.NG_047213.1,99.31,26.5,partial,aac_3__IId.NG_047251.1,100.0,34.1,yes,aac_6___Ib_cr5.NG_051711.1,99.82,33.6,no,,,,yes,aadA5.NG_047357.1,100.0,45.6,no,,,,no,,,,yes,aph_3____Ib.NG_056002.2,100.0,32.0,yes,aph_6__Id.NG_047466.1,99.88,20.2,no,,,,no,,,,no,,,,no,,,,no,,,,yes,blaCTX_M_15.NG_048935.1,100.0,46.6,yes,blaEC_8.NG_049086.1,98.68,23.1,yes,blaNDM_5.NG_049337.1,100.0,30.2,yes,blaOXA_1.NG_049392.1,100.0,44.4,no,,,,no,,,,yes,blaTEM_1.NG_050145.1,100.0,96.8,yes,ble.NG_047559.1,100.0,25.8,no,,,,partial,catB3.NG_052455.1,100.0,30.3,no,,,,no,,,,yes,dfrA17.NG_065416.1,99.79,33.2,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,mph_A_.NG_047985.1,100.0,37.6,no,,,,no,,,,no,,,,yes,qacEdelta1.NG_048042.1,100.0,33.6,no,,,,no,,,,no,,,,yes,rmtB1.NG_048058.1,100.0,42.4,no,,,,yes,sul1.NG_048082.1,100.0,36.1,yes,sul2.NG_051852.1,100.0,39.9,no,,,,yes,tet_A_.NG_048154.1,100.0,41.5,no,,,,no,,,
61,G18253192,partial,A7J11_01233.NG_047213.1,99.31,19.5,yes,aac_3__IIa.NG_047244.1,99.77,22.6,yes,aac_6___Ib_cr5.NG_051711.1,99.82,19.6,interrupted,aadA13.NG_052310.1,91.74,9.3,yes,aadA5.NG_047357.1,100.0,24.9,yes,aadA1.NG_047328.1,99.87,28.8,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,blaCTX_M_15.NG_048935.1,100.0,26.3,yes,blaEC.NG_047496.1,99.91,26.8,yes,blaNDM_5.NG_049337.1,100.0,26.4,yes_nonunique,blaOXA_1.NG_049392.1,99.88,67.2,no,,,,no,,,,no,,,,yes,ble.NG_047559.1,100.0,22.3,yes,catA1.NG_047587.1,99.85,26.1,partial,catB3.NG_052455.1,100.0,15.3,no,,,,no,,,,yes,dfrA17.NG_065416.1,99.79,18.6,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,mph_A_.NG_047985.1,100.0,26.7,no,,,,no,,,,no,,,,yes,qacEdelta1.NG_048042.1,100.0,20.2,no,,,,no,,,,no,,,,no,,,,no,,,,yes,sul1.NG_048082.1,100.0,21.3,no,,,,no,,,,no,,,,yes,tet_B_.NG_048163.1,100.0,27.6,no,,,
62,G18253196,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,aadA2.NG_047343.1,100.0,32.7,no,,,,no,,,,no,,,,no,,,,yes,blaCMY_42.NG_048837.1,100.0,15.2,no,,,,no,,,,no,,,,yes,blaEC.NG_047496.1,99.91,27.4,yes,blaNDM_5.NG_049337.1,100.0,19.3,no,,,,no,,,,no,,,,no,,,,yes,ble.NG_047559.1,100.0,17.0,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,dfrA12.NG_047689.1,100.0,19.7,no,,,,no,,,,no,,,,no,,,,no,,,,yes,mph_A_.NG_047985.1,100.0,24.8,no,,,,no,,,,no,,,,yes,qacEdelta1.NG_048042.1,100.0,20.6,no,,,,no,,,,no,,,,no,,,,no,,,,yes,sul1.NG_048082.1,100.0,23.1,no,,,,no,,,,yes,tet_A_.NG_048154.1,100.0,25.2,no,,,,no,,,
63,G18253203,no,,,,no,,,,no,,,,no,,,,yes,aadA5.NG_047357.1,100.0,28.0,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,blaCTX_M_15.NG_048935.1,100.0,112.3,yes,blaEC_15.NG_049081.1,98.59,28.2,yes,blaNDM_5.NG_049337.1,100.0,18.1,no,,,,no,,,,no,,,,partial,blaTEM_178.NG_050217.1,95.27,19.3,yes,ble.NG_047559.1,100.0,17.0,no,,,,no,,,,no,,,,no,,,,yes,dfrA17.NG_065416.1,99.79,25.5,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,mph_A_.NG_047985.1,100.0,28.0,no,,,,no,,,,no,,,,yes,qacEdelta1.NG_048042.1,100.0,22.3,no,,,,no,,,,no,,,,no,,,,no,,,,yes,sul1.NG_048082.1,100.0,24.4,no,,,,no,,,,yes,tet_A_.NG_048154.1,100.0,29.6,no,,,,no,,,
64,G18253216,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,blaCMY_42.NG_048837.1,100.0,39.2,no,,,,no,,,,yes,blaCTX_M_15.NG_048935.1,100.0,27.4,yes,blaEC_15.NG_049081.1,98.59,23.4,no,,,,no,,,,no,,,,yes,blaOXA_181.NG_049482.1,100.0,16.5,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,partial,ere_A_.NG_047765.1,94.08,5.5,no,,,,no,,,,no,,,,yes,mph_A_.NG_047985.1,100.0,21.1,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,qnrS1.NG_050543.1,100.0,18.5,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,
65,G18253241,partial,A7J11_01233.NG_047213.1,99.31,17.1,partial,aac_3__IId.NG_047251.1,100.0,20.1,yes,aac_6___Ib_cr5.NG_051711.1,99.82,18.9,no,,,,yes,aadA5.NG_047357.1,100.0,30.0,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,blaCTX_M_15.NG_048935.1,100.0,61.7,yes,blaEC_8.NG_049086.1,98.68,19.4,yes,blaNDM_5.NG_049337.1,100.0,23.6,yes,blaOXA_1.NG_049392.1,100.0,20.6,no,,,,no,,,,yes,blaTEM_1.NG_050145.1,100.0,30.3,yes,ble.NG_047559.1,100.0,16.0,no,,,,partial,catB3.NG_052455.1,100.0,13.7,no,,,,no,,,,yes,dfrA17.NG_065416.1,99.79,24.4,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,qacEdelta1.NG_048042.1,100.0,22.8,no,,,,no,,,,no,,,,no,,,,no,,,,yes,sul1.NG_048082.1,100.0,29.4,no,,,,no,,,,no,,,,no,,,,no,,,
66,G18253247,partial,A7J11_01233.NG_047213.1,99.31,11.3,yes,aac_3__IId.NG_047251.1,100.0,16.8,yes,aac_6___Ib_cr5.NG_051711.1,99.82,14.1,no,,,,yes,aadA5.NG_047357.1,100.0,18.4,no,,,,yes,aadA2.NG_047343.1,100.0,24.6,no,,,,no,,,,no,,,,no,,,,yes_nonunique,blaCMY_2.NG_048814.1,100.0,25.1,no,,,,no,,,,yes,blaCTX_M_15.NG_048935.1,100.0,19.8,yes,blaEC_15.NG_049081.1,98.59,21.5,yes,blaNDM_5.NG_049337.1,100.0,21.1,yes,blaOXA_1.NG_049392.1,100.0,18.7,no,,,,yes,blaOXA_181.NG_049482.1,100.0,18.3,yes,blaTEM_1.NG_050145.1,100.0,38.6,yes,ble.NG_047559.1,100.0,15.8,no,,,,partial,catB3.NG_052455.1,100.0,13.3,no,,,,no,,,,yes,dfrA17.NG_065416.1,99.79,17.5,no,,,,yes,dfrA12.NG_047689.1,100.0,18.7,no,,,,partial,ere_A_.NG_047765.1,94.08,8.0,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes_nonunique,qacEdelta1.NG_048042.1,100.0,39.5,no,,,,no,,,,yes,qnrS1.NG_050543.1,100.0,22.4,yes,rmtB1.NG_048058.1,100.0,23.1,no,,,,yes_nonunique,sul1.NG_048082.1,100.0,47.1,no,,,,no,,,,no,,,,yes,tet_B_.NG_048163.1,100.0,22.8,no,,,
67,G18253248,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,aadA2.NG_047343.1,100.0,27.0,no,,,,no,,,,no,,,,no,,,,yes,blaCMY_42.NG_048837.1,100.0,9.0,no,,,,no,,,,no,,,,yes,blaEC_15.NG_049081.1,98.5,20.2,yes,blaNDM_5.NG_049337.1,100.0,16.8,no,,,,no,,,,no,,,,yes,blaTEM_1.NG_050145.1,100.0,17.9,yes,ble.NG_047559.1,100.0,15.2,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,dfrA12.NG_047689.1,100.0,15.2,no,,,,no,,,,no,,,,no,,,,no,,,,yes,mph_A_.NG_047985.1,100.0,23.4,no,,,,no,,,,no,,,,yes,qacEdelta1.NG_048042.1,100.0,23.2,no,,,,no,,,,no,,,,yes,rmtB1.NG_048058.1,100.0,21.2,no,,,,yes,sul1.NG_048082.1,100.0,16.9,no,,,,no,,,,yes,tet_A_.NG_048154.1,100.0,21.3,no,,,,no,,,
68,G18253256,no,,,,no,,,,no,,,,no,,,,yes,aadA5.NG_047357.1,100.0,21.5,no,,,,no,,,,yes,aph_3____Ib.NG_056002.2,100.0,14.7,yes,aph_6__Id.NG_047464.1,100.0,10.9,no,,,,no,,,,no,,,,no,,,,no,,,,yes,blaCTX_M_15.NG_048935.1,100.0,21.4,yes,blaEC_8.NG_049086.1,98.68,20.9,yes,blaNDM_7.NG_049339.1,100.0,14.9,no,,,,no,,,,no,,,,yes,blaTEM_1.NG_050145.1,100.0,23.4,yes,ble.NG_047559.1,100.0,11.1,yes,catA1.NG_047587.1,99.85,17.4,no,,,,no,,,,no,,,,yes,dfrA17.NG_065416.1,99.79,17.2,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,mph_A_.NG_047985.1,100.0,22.9,no,,,,no,,,,no,,,,yes,qacEdelta1.NG_048042.1,100.0,14.5,no,,,,no,,,,no,,,,no,,,,no,,,,yes,sul1.NG_048082.1,100.0,20.7,yes,sul2.NG_048118.1,99.88,18.1,no,,,,no,,,,yes,tet_B_.NG_048163.1,100.0,42.0,no,,,
69,G18253261,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,aadA2.NG_047343.1,100.0,121.7,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,blaEC_8.NG_049086.1,98.68,21.1,yes,blaNDM_5.NG_049337.1,100.0,85.4,no,,,,no,,,,no,,,,yes,blaTEM_1.NG_050145.1,100.0,44.1,yes,ble.NG_047559.1,100.0,66.9,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,dfrA12.NG_047689.1,100.0,84.1,no,,,,no,,,,no,,,,no,,,,no,,,,yes,mph_A_.NG_047985.1,100.0,109.1,no,,,,no,,,,no,,,,yes,qacEdelta1.NG_048042.1,100.0,88.3,no,,,,no,,,,no,,,,no,,,,no,,,,yes,sul1.NG_048082.1,100.0,102.2,no,,,,no,,,,no,,,,yes,tet_B_.NG_048163.1,100.0,44.7,no,,,
70,G18253279,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,blaEC_16.NG_049082.1,99.56,29.7,yes,blaNDM_5.NG_049337.1,100.0,17.8,no,,,,no,,,,no,,,,no,,,,yes,ble.NG_047559.1,100.0,15.6,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,
71,G18253283,no,,,,no,,,,no,,,,interrupted,aadA13.NG_052310.1,91.74,17.6,no,,,,yes_nonunique,aadA1.NG_052454.1,99.36,33.2,no,,,,no,,,,no,,,,no,,,,no,,,,yes,blaCMY_42.NG_048837.1,100.0,23.3,no,,,,no,,,,no,,,,yes,blaEC_18.NG_049083.1,99.21,21.1,yes,blaNDM_5.NG_049337.1,100.0,19.7,yes,blaOXA_1.NG_049392.1,100.0,18.6,no,,,,no,,,,yes,blaTEM_1.NG_050145.1,100.0,140.1,yes,ble.NG_047559.1,100.0,17.0,yes,catA1.NG_047587.1,99.85,16.1,no,,,,no,,,,no,,,,no,,,,yes,dfrA1.NG_047676.1,100.0,18.1,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,sat2.NG_048068.1,100.0,13.1,no,,,,no,,,,no,,,,no,,,,yes,tet_B_.NG_048163.1,100.0,18.4,no,,,
72,G18253286,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,blaSFO_1.NG_049982.1,100.0,14.7,no,,,,no,,,,yes,blaEC_18.NG_049083.1,99.12,25.2,yes,blaNDM_7.NG_049339.1,100.0,18.9,no,,,,no,,,,no,,,,yes,blaTEM_1.NG_050145.1,100.0,11.7,yes,ble.NG_047559.1,100.0,18.7,yes,catA1.NG_047587.1,99.85,16.4,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,dfrB4.NG_047749.1,100.0,12.5,no,,,,no,,,,no,,,,no,,,,yes_nonunique,mph_A_.NG_047985.1,100.0,30.2,no,,,,no,,,,no,,,,yes,qacEdelta1.NG_048042.1,100.0,13.3,yes,qepA8.NG_062251.1,100.0,25.5,no,,,,no,,,,yes,rmtB1.NG_048058.1,100.0,13.7,no,,,,yes,sul1.NG_048082.1,100.0,21.5,no,,,,no,,,,no,,,,yes,tet_B_.NG_048163.1,100.0,19.2,no,,,
73,G18253302,no,,,,no,,,,no,,,,interrupted,aadA13.NG_052310.1,91.87,20.3,no,,,,yes_nonunique,aadA1.NG_052536.1,99.87,59.5,yes_nonunique,aadA2.NG_047343.1,100.0,29.3,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,blaCTX_M_15.NG_048935.1,100.0,18.9,yes,blaEC_18.NG_049083.1,99.21,19.4,yes,blaNDM_7.NG_049339.1,100.0,16.1,yes,blaOXA_1.NG_049392.1,100.0,22.9,no,,,,no,,,,yes,blaTEM_1.NG_050145.1,100.0,22.5,yes,ble.NG_047559.1,100.0,11.8,yes,catA1.NG_047587.1,99.85,22.3,no,,,,no,,,,no,,,,no,,,,yes,dfrA1.NG_047676.1,100.0,21.9,yes,dfrA12.NG_047689.1,100.0,16.1,no,,,,no,,,,yes,erm_B_.NG_047804.1,99.86,27.9,no,,,,no,,,,yes,mph_A_.NG_047985.1,100.0,21.8,no,,,,no,,,,no,,,,yes,qacEdelta1.NG_048042.1,100.0,14.7,no,,,,no,,,,no,,,,no,,,,yes,sat2.NG_048068.1,100.0,20.8,yes,sul1.NG_048082.1,100.0,16.6,no,,,,no,,,,no,,,,yes,tet_B_.NG_048163.1,100.0,22.9,no,,,
74,G18253305,partial,A7J11_01233.NG_047213.1,99.31,11.1,yes,aac_3__IId.NG_047251.1,100.0,15.3,yes,aac_6___Ib_cr5.NG_051711.1,99.82,14.0,no,,,,yes,aadA5.NG_047357.1,100.0,17.3,no,,,,no,,,,yes,aph_3____Ib.NG_056002.2,100.0,13.9,yes,aph_6__Id.NG_047464.1,100.0,9.9,no,,,,no,,,,yes,blaCMY_2.NG_048814.1,100.0,27.4,no,,,,no,,,,yes,blaCTX_M_15.NG_048935.1,100.0,18.0,yes,blaEC_15.NG_049081.1,98.59,28.0,no,,,,yes,blaOXA_1.NG_049392.1,100.0,16.5,no,,,,yes,blaOXA_181.NG_049482.1,100.0,17.7,yes,blaTEM_1.NG_050145.1,100.0,32.4,no,,,,no,,,,partial,catB3.NG_052455.1,100.0,10.4,no,,,,no,,,,yes,dfrA17.NG_065416.1,99.79,14.0,no,,,,no,,,,no,,,,partial,ere_A_.NG_047765.1,94.08,6.0,no,,,,no,,,,no,,,,yes,mph_A_.NG_047985.1,100.0,18.2,no,,,,no,,,,no,,,,yes,qacEdelta1.NG_048042.1,100.0,10.8,no,,,,no,,,,yes,qnrS1.NG_050543.1,100.0,16.0,no,,,,no,,,,yes,sul1.NG_048082.1,100.0,14.6,yes,sul2.NG_048118.1,99.88,11.8,no,,,,no,,,,yes,tet_B_.NG_048163.1,100.0,19.8,no,,,
75,G18253307,partial,A7J11_01233.NG_047213.1,99.31,11.6,no,,,,yes,aac_6___Ib_cr5.NG_051711.1,99.82,14.6,interrupted,aadA13.NG_052310.1,91.49,9.5,no,,,,yes,aadA1.NG_047327.1,100.0,20.9,no,,,,yes,aph_3____Ib.NG_056002.2,99.88,18.6,yes,aph_6__Id.NG_047464.1,100.0,13.4,no,,,,no,,,,no,,,,no,,,,no,,,,yes,blaCTX_M_15.NG_048935.1,100.0,40.4,yes,blaEC_8.NG_049086.1,98.24,22.4,no,,,,yes,blaOXA_1.NG_049392.1,100.0,22.8,no,,,,no,,,,yes,blaTEM_1.NG_050145.1,100.0,20.9,no,,,,yes,catA1.NG_047586.1,100.0,18.0,partial,catB3.NG_052455.1,100.0,12.3,no,,,,no,,,,no,,,,yes,dfrA1.NG_047676.1,100.0,16.8,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,sat2.NG_048068.1,100.0,13.2,no,,,,yes,sul2.NG_051852.1,99.88,22.0,no,,,,yes,tet_A_.NG_048154.1,100.0,17.9,no,,,,yes,tet_D_.NG_051690.1,100.0,23.4
76,G18253313,partial,A7J11_01233.NG_047213.1,99.31,22.5,no,,,,yes,aac_6___Ib_cr5.NG_051711.1,99.82,26.1,no,,,,yes,aadA5.NG_047357.1,100.0,32.8,no,,,,no,,,,yes,aph_3____Ib.NG_056002.2,100.0,27.7,yes,aph_6__Id.NG_047466.1,100.0,16.9,no,,,,no,,,,no,,,,no,,,,no,,,,yes,blaCTX_M_15.NG_048935.1,100.0,33.3,yes,blaEC_8.NG_049086.1,98.68,21.1,yes,blaNDM_5.NG_049337.1,100.0,20.4,yes,blaOXA_1.NG_049392.1,100.0,31.2,no,,,,no,,,,yes_nonunique,blaTEM_1.NG_050145.1,100.0,74.7,yes,ble.NG_047559.1,100.0,19.2,no,,,,partial,catB3.NG_052455.1,100.0,21.6,no,,,,no,,,,yes,dfrA17.NG_065416.1,99.79,28.6,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,mph_A_.NG_047985.1,100.0,25.6,no,,,,no,,,,no,,,,yes,qacEdelta1.NG_048042.1,100.0,24.4,no,,,,no,,,,no,,,,yes,rmtB1.NG_048058.1,100.0,28.4,no,,,,yes,sul1.NG_048082.1,100.0,27.4,yes,sul2.NG_051852.1,100.0,26.1,no,,,,yes,tet_A_.NG_048154.1,100.0,30.5,no,,,,no,,,
78,G18253321,partial,A7J11_01233.NG_047213.1,99.31,9.3,no,,,,yes,aac_6___Ib_cr5.NG_051711.1,99.82,9.9,no,,,,yes,aadA5.NG_047357.1,100.0,14.8,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,blaCMY_2.NG_048814.1,100.0,29.3,no,,,,no,,,,yes,blaCTX_M_15.NG_048935.1,100.0,11.6,yes,blaEC_15.NG_049081.1,98.59,22.2,no,,,,yes,blaOXA_1.NG_049392.1,100.0,13.8,no,,,,no,,,,yes,blaTEM_1.NG_050145.1,100.0,14.2,no,,,,no,,,,partial,catB3.NG_052455.1,100.0,8.3,no,,,,no,,,,yes,dfrA17.NG_065416.1,99.79,9.8,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,qacEdelta1.NG_048042.1,100.0,10.3,no,,,,no,,,,no,,,,no,,,,no,,,,yes,sul1.NG_048082.1,100.0,11.5,no,,,,no,,,,no,,,,yes,tet_B_.NG_048163.1,100.0,13.9,no,,,
79,G18253323,partial,A7J11_01233.NG_047213.1,99.31,7.8,no,,,,yes,aac_6___Ib_cr5.NG_051711.1,99.82,8.5,no,,,,yes,aadA5.NG_047357.1,100.0,10.6,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,blaCMY_2.NG_048814.1,100.0,28.8,no,,,,no,,,,yes,blaCTX_M_15.NG_048935.1,100.0,10.5,yes,blaEC_15.NG_049081.1,98.59,29.1,no,,,,yes,blaOXA_1.NG_049392.1,100.0,12.7,no,,,,yes,blaOXA_181.NG_049482.1,100.0,20.8,yes,blaTEM_1.NG_050145.1,100.0,9.1,no,,,,no,,,,partial,catB3.NG_052455.1,100.0,10.0,no,,,,no,,,,yes,dfrA17.NG_065416.1,99.79,7.6,no,,,,no,,,,no,,,,partial,ere_A_.NG_047765.1,94.08,7.9,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,qacEdelta1.NG_048042.1,100.0,9.8,no,,,,no,,,,yes,qnrS1.NG_050543.1,100.0,16.6,no,,,,no,,,,yes,sul1.NG_048082.1,100.0,9.1,no,,,,no,,,,no,,,,yes,tet_B_.NG_048163.1,100.0,11.2,no,,,
80,G18253332,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,aadA2.NG_047343.1,100.0,32.0,no,,,,no,,,,no,,,,no,,,,yes,blaCMY_141.NG_051215.1,100.0,13.8,no,,,,no,,,,no,,,,yes,blaEC_8.NG_049086.1,98.24,19.9,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,dfrA12.NG_047689.1,100.0,20.7,no,,,,no,,,,yes,erm_B_.NG_047804.1,99.86,31.0,no,,,,no,,,,yes,mph_A_.NG_047985.1,100.0,35.7,no,,,,no,,,,no,,,,yes,qacEdelta1.NG_048042.1,100.0,25.3,no,,,,no,,,,no,,,,no,,,,no,,,,yes,sul1.NG_048082.1,100.0,27.8,no,,,,no,,,,no,,,,no,,,,no,,,
81,G18253335,no,,,,no,,,,no,,,,no,,,,no,,,,yes,aadA1.NG_052477.1,99.87,14.5,yes,aadA2.NG_051846.1,99.87,14.0,no,,,,no,,,,no,,,,no,,,,yes,blaCMY_42.NG_048837.1,100.0,13.3,no,,,,no,,,,no,,,,yes,blaEC.NG_047496.1,99.91,27.0,no,,,,no,,,,no,,,,no,,,,yes,blaTEM_1.NG_050145.1,100.0,12.8,no,,,,no,,,,no,,,,no,,,,yes,cmlA1.NG_047648.1,99.92,16.3,no,,,,no,,,,yes,dfrA12.NG_047689.1,100.0,15.2,no,,,,no,,,,no,,,,no,,,,yes,mef_B_.NG_047978.1,100.0,18.3,yes,mph_A_.NG_047985.1,99.89,13.8,no,,,,no,,,,yes,qacL.NG_048049.1,100.0,14.0,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,no,,,,yes,sul3.NG_048120.1,100.0,21.8,yes,tet_A_.NG_048154.1,100.0,14.9,no,,,,no,,,
